heap,bptree,hash,sequential,isam,brin,rtree
0.1318,0.2542,0.2081,0.541,0.386,0.263,1.2829
0.1192,0.242,0.262,0.9751,0.3681,0.2592,5.7759
0.1011,0.2329,0.2029,0.9131,0.401,0.2763,1.8041
0.0939,0.6731,0.212,0.4799,1.0009,0.3591,1.7691
0.098,0.2351,0.201,0.55,0.2739,0.2918,1.4322
0.0851,0.237,0.2031,1.0061,0.3309,0.2851,1.8671
0.14,0.2398,0.2019,0.663,0.289,0.3369,1.38
0.1078,0.248,0.2429,1.128,0.2811,0.344,1.353
0.1121,0.236,0.2091,0.9379,0.2797,0.412,1.6301
0.097,0.2348,0.2191,0.68,0.277,0.344,1.6241
0.0951,0.231,0.248,0.8688,0.272,0.2961,1.9579
0.0997,0.2561,0.2139,0.5441,0.2837,0.314,71.6729
0.102,0.242,0.2091,0.7331,0.3231,0.304,1.971
0.1137,0.2768,0.2069,0.6909,0.3037,0.2701,1.8618
0.0982,0.2851,0.2129,0.7131,0.3302,0.2792,1.5841
0.0949,0.2587,0.237,1.1289,0.3419,0.3021,1.534
0.0949,0.248,0.2081,0.6299,0.4199,0.2811,1.4381
0.1011,0.2792,0.2029,1.075,0.3331,0.263,1.986
0.098,0.4499,0.206,1.1861,0.3772,0.3099,1.785
0.0978,0.2501,0.257,0.6349,0.3128,0.3781,5.1639
0.097,0.2339,0.211,1.265,0.298,0.2928,2.07
0.098,0.248,0.2081,0.5641,0.293,0.2768,1.9891
0.0958,0.257,0.2189,0.9878,0.35,0.2952,1.3478
0.1011,0.247,0.248,0.793,0.334,0.2759,1.3793
0.0958,0.2439,0.2079,0.982,0.3211,0.2751,1.3049
0.1361,0.385,0.206,0.7682,0.3259,0.2918,1.848
0.0968,0.231,0.2089,0.8309,0.3822,0.2832,1.3502
0.0961,0.2401,0.2041,0.7973,0.3178,0.284,1.936
0.0918,0.288,0.257,1.2751,0.3159,0.2859,5.609
0.0873,0.258,0.2067,1.2331,0.3068,0.3273,5.5912
0.0851,0.2687,0.216,1.1311,0.3331,0.4201,1.5581
0.087,0.2592,0.3128,1.168,0.334,0.308,1.8351
0.0851,0.267,0.2482,1.308,0.324,0.3059,1.3313
0.0839,0.2599,0.2618,0.5767,0.3231,0.288,1.684
0.0923,0.283,0.2298,0.8321,0.315,0.289,1.2858
0.0858,0.2577,0.2131,1.0171,0.3059,0.3102,1.303
0.0889,0.258,0.2129,1.3793,0.3083,0.298,1.4703
0.1059,0.2439,0.3021,1.2791,0.3097,0.2728,1.884
0.0939,0.2842,0.2379,1.21,0.3321,0.2692,1.9798
0.0851,0.2439,0.2151,1.148,0.4389,0.314,5.42
0.0861,0.232,0.2041,0.5481,0.3452,0.3119,1.4663
0.088,0.2289,0.191,1.0009,0.3381,0.2759,1.3959
0.087,0.2551,0.1941,1.0109,0.3777,0.2754,1.9841
0.0868,0.2439,0.1929,1.3361,0.4048,0.2618,1.8032
0.0839,0.247,0.2031,1.1909,0.34,0.3071,1.8632
0.088,0.2382,0.2661,0.6769,0.3359,0.2811,1.646
0.083,0.2351,0.2933,0.685,0.3312,0.2787,1.8971
0.083,0.2477,0.2031,1.296,0.3059,0.2654,1.9
0.1109,0.2682,0.2141,1.5433,0.3209,0.3338,1.5938
0.442,0.252,0.2131,0.777,0.3181,0.2999,1.9321
0.2482,0.2871,0.263,1.8461,0.3071,0.2849,1.4629
0.5078,0.262,0.205,2.017,0.303,0.3002,1.5671
0.5872,0.2389,0.2131,1.5841,0.2999,0.32,1.4079
0.4449,0.2582,0.2389,0.926,0.308,0.2849,1.7958
0.2377,0.2639,0.2103,2.099,0.3181,0.2728,1.9691
0.6011,0.2561,0.2577,1.405,0.3002,0.3202,2.08
0.102,0.2539,0.2,1.663,0.3049,0.2789,1.8032
0.1001,0.2382,0.2012,0.6671,0.2999,0.2732,1.822
0.1872,0.227,0.3092,0.8349,0.3228,0.3169,2.094
0.14,0.226,0.2451,1.1251,0.3552,0.356,1.7991
0.15,0.2401,0.2251,1.488,0.339,0.2754,1.3719
0.1128,0.2601,0.247,1.1761,0.3331,0.257,1.3242
0.114,0.452,0.2058,1.687,0.438,0.3052,1.889
0.098,0.2491,0.2031,1.3649,0.3729,0.278,1.8089
0.1001,0.247,0.2539,1.0738,0.3979,0.267,1.3351
0.0951,0.2301,0.2041,1.205,0.3471,0.2742,1.9672
0.1202,0.2451,0.1941,1.009,0.3428,0.3128,1.971
0.1059,0.2449,0.2062,1.1451,0.349,0.2742,2.0621
0.098,0.2489,0.2139,2.161,0.406,0.2677,1.8919
0.087,0.407,0.2551,0.905,0.3691,0.2613,1.3871
0.0861,0.2389,0.2079,1.9929,0.351,0.2811,1.982
0.0908,0.247,0.2,1.332,0.3541,0.3331,1.9121
0.097,0.2413,0.2062,0.8411,0.3519,0.2751,1.4899
0.093,0.4277,0.2539,1.864,0.3431,0.2708,2.069
0.0892,0.2451,0.2031,2.264,0.34,0.2723,1.3878
0.0939,0.2329,0.2019,2.043,0.3603,0.3331,2.058
0.0932,0.581,0.2151,0.5922,0.2761,0.3099,1.8399
0.083,0.2429,0.2391,1.6611,0.3228,0.2718,1.3351
0.0849,0.262,0.2062,0.7558,0.3133,0.2713,1.9851
0.0839,0.253,0.1941,2.43,0.3409,0.3612,2.0359
0.082,0.309,0.1929,0.6089,0.2871,0.3228,1.7908
0.0861,0.236,0.195,2.2333,0.319,0.2751,1.8837
0.0839,0.2348,0.2408,1.8837,0.3247,0.3021,1.545
0.0818,0.3619,0.201,0.6602,0.237,0.34,6.0601
0.0823,0.2251,0.2081,2.3689,0.3231,0.2782,2.007
0.0851,0.2422,0.3018,1.8272,0.3138,0.2737,2.1267
0.0861,0.2329,0.2329,1.4517,0.313,0.3819,2.2631
0.0858,0.226,0.2003,0.6962,0.3278,0.3211,2.2399
0.093,0.2398,0.1893,0.7448,0.401,0.268,2.389
0.102,0.2379,0.1948,1.261,0.3312,0.2928,2.2199
0.0908,0.248,0.1981,1.466,0.3278,0.2823,1.941
0.092,0.2432,0.2468,1.9162,0.3641,0.2809,1.91
0.093,0.3979,0.2091,1.442,0.3331,0.2692,1.775
0.1011,0.231,0.241,2.614,0.4401,0.263,1.3812
0.0987,0.2482,0.2229,1.9431,0.3591,0.325,1.7438
0.093,0.2639,0.2079,2.326,0.4141,0.288,1.5252
0.0932,0.2391,0.1929,1.3771,0.3879,0.3159,1.5891
0.0961,0.2389,0.1879,0.4618,0.2649,0.3068,2.1191
0.0961,0.237,0.186,1.4608,0.381,0.2754,2.012
0.093,0.2291,0.1888,1.2422,0.3951,0.3178,1.4989
0.097,0.3877,0.2303,0.4528,0.294,0.351,1.3561
0.0992,0.257,0.185,1.1759,0.3719,0.2849,71.665
0.0899,0.2611,0.1941,1.9226,0.406,0.2723,1.8332
0.092,0.241,0.2208,0.6683,0.3741,0.2797,1.4601
0.0887,0.2429,0.1941,0.89,0.3648,0.2692,2.0039
0.0901,0.237,0.1903,0.4039,0.335,0.3269,1.883
0.1211,0.2377,0.1957,2.09,0.3829,0.2611,1.404
0.1152,0.3939,0.1872,2.1203,0.3788,0.2599,1.8659
0.128,0.2451,0.1879,2.0871,0.3619,0.2899,1.3878
0.1242,0.237,0.278,0.917,0.3641,0.2902,1.3912
0.1249,0.263,0.2289,0.7341,0.3641,0.267,1.9028
0.0958,0.2661,0.226,2.3758,0.3572,0.2708,1.9791
0.0932,0.2501,0.1931,1.7278,0.3629,0.2999,1.3907
0.093,0.2429,0.1938,1.6618,0.355,0.2999,1.8539
0.0942,0.2639,0.1941,0.5817,0.4411,0.294,1.6789
0.093,0.2499,0.191,0.5534,0.4671,0.3181,1.9193
0.1192,0.2329,0.1929,0.994,0.3932,0.3002,1.9097
0.0989,0.2403,0.1962,2.13,0.3657,0.298,1.826
0.1018,0.247,0.2518,1.2681,0.401,0.288,1.6949
0.097,0.2511,0.226,1.564,0.3579,0.3421,1.9188
0.0932,0.2601,0.1979,2.0468,0.407,0.33,1.889
0.092,0.237,0.1941,1.0197,0.3889,0.273,1.8373
0.0877,0.2291,0.1979,1.5249,0.3719,0.2601,1.9629
0.087,0.2277,0.185,1.1561,0.375,0.3011,1.7149
0.0899,0.2272,0.1957,1.5068,0.3819,0.2761,1.399
0.0851,0.236,0.1972,1.9112,0.3772,0.2759,1.4908
0.0882,0.2608,0.2069,0.6189,0.375,0.3762,1.354
0.083,0.2401,0.2522,1.833,0.417,0.36,2.1038
0.1018,0.2289,0.1869,109.5209,0.3679,0.284,1.652
0.093,0.2313,0.1862,0.4461,0.4368,0.2732,1.384
0.0861,0.2291,0.1957,0.4561,0.3898,0.2959,1.8561
0.0849,0.2286,0.1841,0.4241,0.3872,0.2949,1.5171
0.1023,0.2263,0.1869,0.427,0.3839,0.2868,1.797
0.093,0.2329,0.2041,0.4189,0.3881,0.2933,2.1272
0.0908,0.2313,0.2031,0.417,0.3889,0.3037,2.2471
0.087,0.2258,0.2098,0.4389,0.3841,0.2899,1.879
0.082,0.2291,0.2291,0.49,0.4201,0.289,1.8361
0.082,0.2279,0.1836,0.381,0.5748,0.2909,1.6849
0.082,0.2551,0.1819,0.3939,0.375,0.3071,1.9579
0.0911,0.2849,0.191,0.3932,0.3691,0.349,1.9209
0.0818,0.241,0.247,0.376,0.37,0.2792,1.8492
0.0913,0.231,0.2029,0.3898,0.3719,0.2649,1.7848
0.0961,0.2449,0.1922,0.3991,0.3719,0.381,1.9269
0.0896,0.2501,0.1748,0.387,0.3762,0.3238,1.4372
0.0818,0.232,0.186,0.381,0.396,0.2789,1.3921
0.082,0.2542,0.2382,0.375,0.4501,0.2723,1.8928
0.0811,0.2322,0.18,0.3891,0.3862,0.3059,1.3623
0.082,0.231,0.212,0.464,0.411,0.284,1.9767
0.088,0.2282,0.1884,0.386,0.3901,0.2739,1.436
0.0851,0.2356,0.1841,0.3862,0.3669,0.2701,1.9922
0.0861,0.2441,0.1819,0.3889,0.3691,0.3021,1.7653
0.0839,0.2708,0.186,0.386,0.3731,0.2978,1.857
0.0849,0.241,0.1822,0.3839,0.3688,0.2868,1.3599
0.0851,0.2689,0.1872,0.3688,0.4532,0.2708,1.9059
0.0851,0.248,0.2298,0.3679,0.3989,0.3252,1.3952
0.087,0.2398,0.21,0.3982,0.3972,0.273,1.4312
0.087,0.232,0.1891,0.385,0.4759,0.2689,2.069
0.0868,0.2339,0.1802,0.3839,0.5031,0.2749,1.7111
0.0873,0.2482,0.1838,0.3929,0.447,0.315,2.037
0.0958,0.2649,0.1788,0.3829,0.4082,0.32,1.3661
0.0901,0.2351,0.1781,0.391,0.4861,0.2589,1.6503
0.0851,0.375,0.1869,0.3688,0.417,0.2589,1.9279
0.087,4.0939,0.1743,0.38,0.4108,0.2942,1.3962
0.0849,0.2661,0.253,0.3891,0.4079,0.2818,1.9331
0.0861,0.263,0.1819,0.3819,0.4508,0.2651,1.4572
0.0861,0.289,0.18,0.3881,0.417,0.2561,1.493
0.0839,0.2429,0.1769,0.385,0.406,0.2921,1.3599
0.0851,0.2451,0.18,0.4148,0.4082,0.2811,1.9131
0.0849,0.241,0.185,0.3841,0.4117,0.2658,2.0542
0.0849,0.231,0.1898,0.3841,0.3932,0.2639,1.7869
0.0858,0.2408,0.1781,0.3719,0.3791,0.2859,1.8847
0.0839,0.4144,0.247,0.4618,0.3769,0.4358,2.0671
0.0861,0.2654,0.284,0.3982,0.3951,0.3219,1.8344
0.0858,0.6258,0.1922,0.4289,0.4051,0.2811,2.0719
0.0949,0.294,0.1979,0.4013,0.3781,0.308,2.1639
0.0861,0.263,0.2089,0.5643,0.4411,0.2911,1.6699
0.0861,0.2322,0.191,0.447,0.427,0.2687,1.8911
0.0851,0.2851,0.1872,0.4003,0.4108,0.2773,1.4532
0.0858,0.258,0.18,0.4358,0.4554,0.3009,1.5669
0.0849,0.2389,0.2089,0.3986,0.4151,0.33,1.3168
0.0849,0.2761,0.1941,0.3641,0.4177,0.2601,2.0061
0.0839,0.2439,0.246,0.391,0.4671,0.2582,2.11
0.088,0.3071,0.2429,0.3979,0.3221,0.34,1.8051
0.0851,0.2661,0.237,0.4051,0.4258,0.272,1.7772
0.098,0.278,0.1948,0.381,0.4981,0.2689,1.3859
0.0899,0.2539,0.191,0.3839,0.4261,0.2651,1.8859
0.1388,0.278,0.191,0.3703,0.432,0.2928,2.074
0.1228,0.2739,0.226,0.3788,0.4218,0.2911,1.56
0.0911,0.423,0.1941,0.3698,0.4227,0.278,1.3981
0.0858,0.272,0.186,0.3691,0.457,0.2708,1.478
0.0832,0.258,0.2391,0.3769,0.4551,0.3021,1.6959
0.0877,0.3059,0.1969,0.4332,0.3102,0.309,1.9181
0.0839,0.277,0.2098,0.402,0.4239,0.284,1.843
0.0813,0.2549,0.186,0.402,0.4501,0.3021,1.5149
0.0818,0.2501,0.1838,0.3781,0.4377,0.299,1.4281
0.083,0.2429,0.1812,0.391,0.4244,0.2871,1.5481
0.087,0.2561,0.1831,0.3841,0.4768,0.2701,1.8439
0.0923,0.242,0.181,0.376,0.4661,0.3099,1.9147
0.0901,0.247,0.185,0.4368,0.4139,0.293,4.7643
0.0818,0.2398,0.2489,0.3891,0.3991,0.4623,2.1768
0.0842,0.2768,0.1991,0.3829,0.412,0.2739,1.709
0.0813,0.242,0.181,0.4439,0.438,0.3331,1.9538
0.0892,0.3409,0.1829,0.438,0.4301,0.2818,1.3697
0.1059,0.2692,0.1798,0.4258,0.4528,0.2651,1.879
0.083,0.4029,0.1881,0.4399,0.4041,0.2649,2.0928
0.0849,0.2842,0.1869,0.433,0.402,0.3073,4.9
0.0999,0.2971,0.181,0.412,0.4239,0.2971,5.8949
0.0808,0.267,0.2298,0.381,0.4392,0.2787,1.5869
0.093,0.2377,0.2561,0.3839,0.4768,0.2711,1.8072
0.0813,0.247,0.1841,0.3848,0.4389,0.3059,1.8969
0.0811,0.2451,0.1841,0.4022,0.417,0.299,1.909
0.0842,0.2658,0.222,0.3889,0.4282,0.2818,1.5221
0.0861,0.2501,0.1838,0.4489,0.412,0.2613,1.9739
0.0799,0.288,0.1862,0.4139,0.4148,0.2649,1.9627
0.083,0.246,0.181,0.376,0.448,0.3147,1.5509
0.0849,0.2339,0.1891,0.3722,0.4988,0.2861,2.0497
0.1221,0.2329,0.216,0.3939,0.5071,0.2699,1.7722
0.0999,0.2391,0.236,0.459,0.4473,0.3121,1.8051
0.0918,0.33,0.1831,0.4199,0.473,0.2949,4.7498
0.0892,0.4911,0.1862,0.4489,0.489,0.329,2.017
0.0961,0.2511,0.1838,0.3998,0.4201,0.273,5.7669
0.0911,0.3209,0.1841,0.4079,0.2339,0.3412,1.7731
0.1106,0.2639,0.1822,0.396,0.4179,0.2763,2.0199
0.0839,0.267,0.2079,0.402,0.423,0.262,1.9529
0.0899,0.237,0.2072,0.402,0.4458,0.2797,2.0633
0.0901,0.2482,0.241,0.4001,0.427,0.309,1.9319
0.0911,0.257,0.2291,0.3731,0.4239,0.2732,1.37
0.0889,0.258,0.186,0.387,0.4561,0.2809,2.1119
0.0811,0.2401,0.17,0.385,0.421,0.2999,1.579
0.0811,0.396,0.1731,97.6021,0.4449,0.2999,1.884
0.0901,0.2451,0.181,0.5059,0.452,0.2801,1.2619
0.0851,0.2871,0.1879,0.4323,0.4261,0.262,1.8551
0.083,0.309,0.2072,0.4299,0.5269,0.268,1.5092
0.0958,0.272,0.186,0.4661,0.4449,0.288,1.5922
0.0799,0.2391,0.1822,0.4432,0.4511,0.2759,5.1389
0.0808,0.2871,0.2329,0.4301,0.5229,0.2649,2.0118
0.0892,0.2549,0.1841,0.412,0.4659,0.2561,1.7319
0.0801,0.2649,0.186,0.3898,0.459,0.3011,1.965
0.0811,0.2549,0.1771,0.3982,0.5341,0.2749,1.3001
0.083,0.2408,0.1869,0.4418,0.4389,0.309,1.3938
0.082,0.2351,0.2191,0.3941,0.4399,0.262,1.41
0.0882,0.2413,0.176,0.4101,0.4289,0.299,2.25
0.0942,0.2511,0.1891,0.4008,0.4578,0.283,1.8268
0.0889,0.2348,0.18,0.3932,0.4427,0.2832,1.687
0.0799,0.2561,0.427,0.3469,0.268,0.308,1.7002
0.0839,0.4108,0.1762,0.3941,0.4311,0.2811,1.883
0.0858,0.2429,0.1729,0.4079,0.4499,0.298,1.5769
0.0839,0.2542,0.2301,0.4101,0.5522,0.2728,1.5171
0.087,0.242,0.2749,0.3977,0.4733,0.2668,2.1389
0.088,0.2599,0.216,0.3963,0.4649,0.3009,1.9748
0.083,0.3011,0.1838,0.3698,0.468,0.2773,2.3267
0.0832,0.241,0.1853,0.375,0.4752,0.268,1.6153
0.083,0.236,0.1819,0.3829,0.4601,0.2611,1.7469
0.0911,0.2592,0.242,0.3769,0.504,0.2909,1.5781
0.0851,0.252,0.185,0.3769,0.51,0.2801,2.3031
0.0849,0.2329,0.18,0.3762,0.495,0.267,2.1229
0.0939,0.236,0.231,0.3891,0.6268,0.263,1.6341
0.088,0.2451,0.2081,0.407,0.4747,0.36,1.9829
0.0961,0.2949,0.1841,0.3712,0.4461,0.299,5.065
0.0899,0.2513,0.1831,0.3757,0.427,0.3412,2.0831
0.0999,0.2408,0.1831,0.4241,0.4222,0.2837,1.4222
0.0901,0.2329,0.1822,0.4051,0.4799,0.3021,1.997
0.093,0.3159,0.227,0.391,0.49,0.2911,5.3048
0.097,0.4661,0.18,0.417,0.437,0.2818,2.0461
0.0927,0.2449,0.262,0.3891,0.4361,0.272,2.2709
0.0918,0.2682,0.2201,0.4089,0.4418,0.3018,2.2168
0.1087,0.2871,0.1879,0.3951,0.499,0.277,2.0461
0.154,0.2789,0.1941,0.457,0.4673,0.2792,1.925
0.1242,0.2439,0.1881,0.4022,0.4497,0.2623,2.0118
0.0989,0.3002,0.201,0.3598,0.438,0.3042,1.663
0.103,0.2589,0.1769,0.3819,0.504,0.2789,2.4052
0.0908,0.2501,0.232,0.4139,0.4339,0.2718,2.2681
0.098,0.2518,0.2339,0.3881,0.423,0.2723,2.471
0.0887,0.231,0.1841,0.4041,0.4282,0.3059,1.8351
0.1009,0.231,0.1981,0.4089,0.4239,0.2759,2.2049
0.0908,0.246,0.2038,0.3781,0.4239,0.2692,5.7459
0.083,0.2739,0.1893,0.38,0.4249,0.2849,1.7769
0.092,0.2491,0.181,0.4001,0.5252,0.273,2.0061
0.0887,0.2561,0.1779,0.3867,0.448,0.262,2.1801
0.0901,0.263,0.1769,0.3781,0.5131,0.3159,1.642
0.087,0.2527,0.2692,0.3819,0.4418,0.2999,1.9181
0.0861,0.2539,0.1857,0.4051,0.4442,0.2599,1.6928
0.0842,0.2611,0.1853,0.427,0.4427,0.2742,1.6098
0.083,0.4351,0.1721,0.376,0.4709,0.2699,1.6949
0.0849,0.2499,0.1748,0.3648,0.4518,0.3161,1.657
0.0839,0.246,0.181,0.447,0.4952,0.2789,1.3361
0.083,0.2623,0.17,0.3903,0.4807,0.3281,1.523
0.0839,0.2608,0.17,0.3998,0.457,0.3159,1.529
0.0839,0.2482,0.2789,0.3779,0.4523,0.2718,1.8837
0.093,0.2348,0.2439,0.3941,0.5059,0.267,1.9989
0.083,0.236,0.1831,0.407,0.453,0.2601,1.8649
0.083,0.4129,0.1838,0.3819,0.447,0.2921,2.027
0.092,0.361,0.191,0.3898,0.4771,0.2789,1.8182
0.0861,0.272,0.2441,0.3741,0.453,0.2732,1.617
0.083,0.2849,0.1929,0.4151,0.4559,0.2718,1.9021
0.0899,0.2401,0.1919,0.3951,0.4561,0.3023,1.4701
0.0861,0.241,0.18,0.3681,0.4969,0.2868,1.9689
0.0849,0.246,0.1812,0.38,0.4721,0.2782,1.4431
0.0827,0.2391,0.2229,0.4218,0.459,0.2639,2.044
0.0839,0.232,0.1962,0.4017,0.4449,0.3378,2.073
0.0851,0.242,0.1857,0.3812,0.463,0.2711,5.5878
0.0839,0.237,0.1829,0.3858,0.4709,0.2639,2.0111
0.088,0.2518,0.2179,0.421,0.5751,0.2582,1.9259
0.0839,0.2391,0.1912,0.3929,0.4849,0.2828,2.1958
0.0842,0.2618,0.181,0.401,0.468,0.2849,2.1009
0.0868,0.2491,0.18,0.3951,0.4809,0.2701,1.5912
0.0842,0.2599,0.1793,0.4301,0.5419,0.267,2.0938
0.0889,0.2522,0.2222,0.3819,0.4621,0.3099,2.0373
0.0911,0.2551,0.1826,0.3719,0.5119,0.288,1.929
0.0992,0.448,0.1831,0.4213,0.5019,0.2739,1.6971
0.098,0.2508,0.2081,0.3881,0.4978,0.2639,1.678
0.0949,0.2482,0.2038,1.3442,0.4511,0.2999,1.986
0.0911,0.242,0.1819,0.5329,0.459,0.2902,1.77
0.0892,0.2511,0.1822,1.8651,0.4821,0.2699,1.7481
0.0901,0.236,0.1831,0.958,0.468,0.2742,2.1467
0.093,0.237,0.1848,0.4349,0.4671,0.3519,1.9298
0.0887,0.242,0.2561,0.4098,0.5109,0.288,1.6079
0.1101,0.2489,0.185,0.3872,0.5,0.2768,1.6391
0.1001,0.2429,0.2229,0.4101,0.4661,0.2618,1.7428
0.0882,0.253,0.1922,0.4601,0.4637,0.3541,2.147
0.1061,0.2322,0.1829,0.4461,0.4659,0.2718,2.0909
0.0939,0.2377,0.1838,0.3908,0.469,0.2582,1.888
0.093,0.2282,0.1819,0.3986,0.4599,0.2558,1.461
0.0873,0.2351,0.1819,0.3979,0.4971,0.298,1.76
0.0842,0.2351,0.1841,0.411,0.5829,0.2959,1.3731
0.083,0.4308,0.2279,0.457,0.5591,0.2859,1.91
0.0818,0.2661,0.2222,0.4101,0.4847,0.2811,2.0771
0.093,0.2871,0.1893,0.4189,0.468,0.3099,5.6832
0.0958,0.257,0.18,0.4041,0.4873,0.288,1.667
0.0949,0.2499,0.1791,0.4008,0.4961,0.2658,1.5349
0.0901,0.4501,0.1819,0.423,0.4787,0.2692,1.7059
0.0899,0.247,0.1829,114.4261,0.4809,0.2778,1.971
0.0908,0.252,0.1872,0.5352,0.5348,0.3352,1.3981
0.0889,0.2501,0.1819,0.4969,0.5119,0.2728,2.022
0.0839,0.247,0.2608,0.407,0.4673,0.277,2.1062
0.0939,0.2403,0.2141,0.4411,0.4792,0.2968,5.9493
0.1082,0.2439,0.1831,0.417,0.5212,0.3111,2.0919
0.0999,0.2398,0.1853,0.3991,0.5,0.2849,2.1503
0.0949,0.2351,0.1819,0.407,0.4811,0.2723,2.017
0.0827,0.3374,0.1819,0.402,0.9212,0.3469,1.9269
0.0849,0.2549,0.1853,0.4239,0.4838,0.2689,2.049
0.0839,0.2449,0.181,0.5901,0.473,0.258,2.0339
0.0842,0.2689,0.1781,0.5481,0.468,0.257,2.0189
0.083,0.2429,0.3369,0.4632,0.55,0.2952,1.4389
0.0961,0.2391,0.216,0.4542,0.4761,0.3219,1.488
0.097,0.237,0.1838,0.4439,0.468,0.288,5.7812
0.0861,0.2642,0.174,0.4542,0.473,0.2968,1.9341
0.0861,0.2439,0.17,0.4461,0.5178,0.315,1.9689
0.0861,0.2577,0.181,0.4227,0.4749,0.2921,1.9999
0.0861,0.2532,0.181,0.4108,0.587,0.267,1.6901
0.0839,0.247,0.17,0.3982,0.5229,0.3159,2.0759
0.0851,0.2341,0.201,0.407,0.4961,0.2859,1.4012
0.0849,0.237,0.2367,0.4239,0.4959,0.2739,1.889
0.082,0.247,0.191,0.3929,0.4981,0.2701,1.4448
0.0851,2.0711,0.1802,0.4091,0.4849,0.313,1.9898
0.0851,0.2439,0.1912,0.411,0.5419,0.294,2.0721
0.087,0.242,0.1869,0.402,0.5951,0.299,1.9941
0.0958,0.226,0.1767,0.421,0.531,0.2639,2.018
0.0939,0.232,0.174,0.4191,0.5031,0.303,1.9689
