heap,bptree,hash,sequential,isam,brin,rtree
21.569,7.129,0.3529,0.2029,0.0949,0.2,4.1912
21.5249,4.7739,0.3519,0.1948,0.0939,0.1972,3.6159
21.2009,7.9522,0.5128,0.2191,0.092,0.1838,2.6071
21.1279,7.827,0.4711,0.19,0.0927,0.185,2.7702
21.1251,8.188,0.6511,0.2229,0.0911,0.1879,4.4949
21.24,1.2012,0.6111,0.2098,0.0949,0.1888,2.3041
20.992,2.7368,0.596,0.2201,0.0951,0.201,3.2971
21.1611,3.0248,0.5889,0.2182,0.0932,0.1709,2.399
20.9751,2.399,0.6223,0.2089,0.0908,0.18,3.0658
20.998,0.9489,0.3679,0.1888,0.092,0.1802,3.7761
21.0991,10.4568,0.351,0.1988,0.0911,0.1862,3.2423
21.1279,8.0483,0.361,0.1981,0.093,0.18,2.171
21.276,7.092,0.366,0.2189,0.0927,0.18,4.1869
20.957,1.1499,0.3839,0.181,0.0951,0.181,2.6691
21.2522,2.5501,0.3438,0.2081,0.0927,0.2849,2.6422
21.2879,2.836,0.3393,0.2279,0.0911,0.246,2.4631
21.4889,3.495,0.3369,0.226,0.0939,0.211,2.702
