heap,bptree,hash,sequential,isam,brin,rtree
105.9272,19.0539,10.2603,0.2787,0.1142,0.246,6.2149
106.009,18.3721,20.4937,0.2799,0.114,0.2286,8.1489
106.6189,16.5901,21.2641,0.3331,0.114,0.2332,3.4821
105.495,17.956,22.0232,0.227,0.1149,0.231,4.5881
105.7301,17.045,11.8158,0.2401,0.113,0.231,5.1358
105.706,19.042,11.5721,0.2341,0.1121,0.231,4.221
105.9959,17.216,24.0829,0.2367,0.1721,0.248,5.666
105.7441,19.182,12.0981,0.2439,0.138,0.2329,3.8102
106.076,16.3872,22.5468,0.2348,0.1373,0.247,5.95
106.1032,19.0461,10.885,0.2513,0.113,0.2449,5.846
106.0021,19.4643,22.1319,0.248,0.109,0.2298,7.021
105.8707,20.1142,21.3599,0.253,0.134,0.2351,6.4797
106.185,17.1647,21.2481,0.2511,0.118,0.247,4.0662
106.2369,17.8959,20.7601,0.246,0.1051,0.248,3.319
105.8531,20.292,20.426,0.2508,0.138,0.2298,3.0432
105.794,19.743,20.438,0.2301,0.1171,0.2289,4.7522
106.792,17.029,10.2322,0.257,0.1371,0.236,4.3588
106.1838,19.115,21.873,0.2241,0.1299,0.2391,3.0499
106.4057,16.0282,10.921,0.267,0.118,0.2561,5.0631
105.077,17.915,20.9799,0.257,0.1142,0.2351,4.3011
106.226,19.0802,20.4899,0.2661,0.1109,0.2542,4.6952
106.0779,17.7751,20.6029,0.2811,0.1111,0.2241,5.0261
105.3829,19.5291,20.6101,0.288,0.1118,0.2062,6.3303
105.8819,18.5289,10.2251,0.2398,0.1149,0.2198,8.461
106.2002,18.877,20.5171,0.2711,0.1121,0.2031,5.887
105.1443,18.7991,21.6568,0.2551,0.1121,0.205,6.686
105.1781,16.6638,21.8952,0.2539,0.1142,0.2241,4.8132
105.9089,19.4602,21.8191,0.2961,0.1149,0.2189,6.777
106.0071,17.2217,10.824,0.2902,0.1349,0.205,3.8412
105.6111,16.427,21.282,0.2809,0.114,0.2189,3.3548
106.0081,19.0551,21.0741,0.277,0.1123,0.2041,4.6101
106.298,16.7508,22.454,0.2849,0.1128,0.2201,7.046
106.4029,20.5281,22.5961,0.2668,0.1137,0.2213,6.335
105.515,18.3563,21.4479,0.277,0.1123,0.2189,3.3772
106.0266,18.9192,20.6289,0.252,0.1109,0.2172,4.6589
106.1602,17.9961,20.8089,0.2792,0.1123,0.2201,5.5711
106.276,18.9722,10.3312,0.2651,0.1187,0.2091,5.6262
105.8383,19.2411,20.529,0.2553,0.1142,0.2041,4.2748
104.4061,19.202,20.577,0.2561,0.1161,0.2019,5.3062
106.0669,16.5272,20.4339,0.2742,0.1118,0.206,3.7391
105.7112,16.8037,10.1988,0.2408,0.114,0.2189,5.3561
105.4692,17.1289,20.4349,0.2239,0.1352,0.236,3.52
106.1051,16.8471,10.1662,0.2539,0.1118,0.2387,4.766
106.6628,16.3369,20.7899,0.2458,0.113,0.2301,5.7502
105.5911,19.5699,11.2138,0.2389,0.1149,0.2289,3.5901
106.2989,18.6739,11.0562,0.2382,0.1152,0.2089,2.2519
106.8883,18.5931,21.0729,0.236,0.1118,0.2041,6.9249
106.159,16.52,23.6118,0.2439,0.1123,0.2129,3.9611
105.732,17.0481,12.677,0.1929,0.1171,0.2141,1.9431
105.8381,16.9129,11.2648,0.2301,0.1118,0.2251,3.7
105.9279,17.1149,12.0931,0.2248,0.114,0.2058,3.2868
